Institution,Institution_Id,Discipline,Discipline_Id,Unit,Unit_Id,SRI,Number of Faculty,Article Count,Articles per Faculty,Award Count,Awards per Faculty,Book Count,Books per Faculty,Chapter Count,Chapters per Faculty,Citation Count,Citations per Faculty,Citations per Publication,Conf Proc Count,Conf Proc per Faculty,Grant Count,Grants Per Faculty,Dollars Per Faculty,Dollars Per Grant,Grant Dollars,Patent Count,Patents per Faculty,Trial Count,Trials per Faculty,Release,AsOfDate
Cornell University,51,Statistics,161,"Statistics and Data Science, Department of",15385,93.7931034482759,32.4137931034483,63.448275862069,87.5862068965517,68.9655172413793,80.6896551724138,71.7241379310345,86.2068965517241,67.5862068965517,79.3103448275862,68.2758620689655,77.2413793103448,71.0344827586207,40.6896551724138,46.8965517241379,79.3103448275862,94.4827586206896,93.1034482758621,75.1724137931034,82.0689655172414,68.2758620689655,68.2758620689655,95.8620689655172,95.8620689655172,AAD2023.09.02768,2025-09-26T18:04:00.722Z
University of Florida,273,Statistics,161,"Statistics, Department of (LS)",2180,77.2413793103448,24.8275862068966,52.4137931034483,78.6206896551724,64.8275862068965,75.1724137931034,33.7931034482759,28.2758620689655,56.551724137931,58.6206896551724,44.1379310344828,59.3103448275862,37.2413793103448,30.3448275862069,35.1724137931034,46.2068965517241,57.9310344827586,58.6206896551724,64.1379310344828,54.4827586206896,68.2758620689655,68.2758620689655,95.8620689655172,95.8620689655172,AAD2023.09.02768,2025-09-26T18:04:00.722Z
University of South Alabama,331,Statistics,161,"Mathematics and Statistics, Department of",37117,15.8620689655172,56.551724137931,34.4827586206897,27.5862068965517,26.8965517241379,21.3793103448276,33.7931034482759,22.7586206896552,56.551724137931,45.5172413793104,19.3103448275862,13.7931034482759,6.89655172413793,21.3793103448276,14.4827586206896,23.448275862069,14.4827586206896,21.3793103448276,54.4827586206896,22.0689655172414,68.2758620689655,68.2758620689655,95.8620689655172,95.8620689655172,AAD2023.09.02768,2025-09-26T18:04:00.722Z
Louisiana Tech University,112,Statistics,161,"Mathematics and Statistics, Department of",31998,38.6206896551724,3.44827586206896,13.1034482758621,75.1724137931034,5.51724137931034,5.51724137931034,18.6206896551724,18.6206896551724,21.3793103448276,21.3793103448276,12.4137931034483,40,18.6206896551724,11.7241379310345,11.7241379310345,14.4827586206896,28.9655172413793,13.1034482758621,11.0344827586207,11.0344827586207,68.2758620689655,68.2758620689655,95.8620689655172,95.8620689655172,AAD2023.09.02768,2025-09-26T18:04:00.722Z
University of Pennsylvania,326,Statistics,161,"Statistics, Department of",5179,95.1724137931034,48.2758620689655,86.2068965517241,97.2413793103448,79.3103448275862,86.8965517241379,33.7931034482759,24.1379310344828,40,30.3448275862069,89.6551724137931,92.4137931034483,86.2068965517241,66.8965517241379,75.8620689655172,80.6896551724138,90.3448275862069,89.6551724137931,73.7931034482759,83.448275862069,86.8965517241379,84.8275862068966,95.8620689655172,95.8620689655172,AAD2023.09.02768,2025-09-26T18:04:00.722Z
American University,8,Statistics,161,"Mathematics and Statistics, Department of",32416,30.3448275862069,37.2413793103448,17.2413793103448,13.1034482758621,56.551724137931,66.2068965517241,71.7241379310345,82.0689655172414,77.2413793103448,88.2758620689655,32.4137931034483,34.4827586206897,67.5862068965517,79.3103448275862,87.5862068965517,58.6206896551724,67.5862068965517,60,55.1724137931034,57.9310344827586,86.8965517241379,86.2068965517241,95.8620689655172,95.8620689655172,AAD2023.09.02768,2025-09-26T18:04:00.722Z
University of North Carolina Charlotte,317,Statistics,161,"Mathematics and Statistics, Department of",2837,44.8275862068966,93.1034482758621,82.0689655172414,44.8275862068966,61.3793103448276,40,91.7241379310345,78.6206896551724,87.5862068965517,64.8275862068965,46.8965517241379,24.1379310344828,17.2413793103448,63.448275862069,47.5862068965517,73.1034482758621,55.8620689655172,55.8620689655172,59.3103448275862,71.7241379310345,68.2758620689655,68.2758620689655,95.8620689655172,95.8620689655172,AAD2023.09.02768,2025-09-26T18:04:00.722Z
University of Texas Rio Grande Valley,557985,Statistics,161,"Mathematical and Statistical Sciences, School of",33690,38.6206896551724,96.551724137931,94.4827586206896,55.1724137931034,59.3103448275862,32.4137931034483,61.3793103448276,38.6206896551724,77.2413793103448,42.0689655172414,56.551724137931,26.8965517241379,13.1034482758621,82.7586206896552,59.3103448275862,58.6206896551724,35.1724137931034,45.5172413793104,70.3448275862069,62.7586206896552,68.2758620689655,68.2758620689655,95.8620689655172,95.8620689655172,AAD2023.09.02768,2025-09-26T18:04:00.722Z
"University of Minnesota, Twin Cities",301,Statistics,161,"Statistics, School of",5082,82.0689655172414,32.4137931034483,48.9655172413793,62.0689655172414,59.3103448275862,68.9655172413793,44.1379310344828,44.1379310344828,40,34.4827586206897,54.4827586206896,62.0689655172414,59.3103448275862,82.7586206896552,89.6551724137931,73.1034482758621,86.2068965517241,87.5862068965517,67.5862068965517,75.1724137931034,68.2758620689655,68.2758620689655,95.8620689655172,95.8620689655172,AAD2023.09.02768,2025-09-26T18:04:00.722Z
"University of Maine, The",287,Statistics,161,"Mathematics and Statistics, Department of",18855,11.7241379310345,48.2758620689655,15.8620689655172,11.0344827586207,22.0689655172414,17.9310344827586,44.1379310344828,38.6206896551724,21.3793103448276,21.3793103448276,20.6896551724138,17.2413793103448,26.8965517241379,21.3793103448276,15.1724137931034,48.9655172413793,51.0344827586207,24.8275862068966,11.7241379310345,25.5172413793103,68.2758620689655,68.2758620689655,95.8620689655172,95.8620689655172,AAD2023.09.02768,2025-09-26T18:04:00.722Z
"University of Chicago, The",261,Statistics,161,"Statistics, Department of",4742,93.7931034482759,80.6896551724138,83.448275862069,71.0344827586207,96.551724137931,95.1724137931034,71.7241379310345,60,82.0689655172414,71.7241379310345,96.551724137931,93.7931034482759,95.1724137931034,77.2413793103448,67.5862068965517,95.8620689655172,95.1724137931034,95.1724137931034,80,96.551724137931,79.3103448275862,72.4137931034483,95.8620689655172,95.8620689655172,AAD2023.09.02768,2025-09-26T18:04:00.722Z
Florida State University,73,Statistics,161,"Statistics, Department of",4172,71.7241379310345,71.0344827586207,67.5862068965517,56.551724137931,64.8275862068965,60,57.9310344827586,49.6551724137931,82.0689655172414,79.3103448275862,58.6206896551724,51.7241379310345,40.6896551724138,88.9655172413793,86.8965517241379,71.7241379310345,71.7241379310345,64.1379310344828,57.2413793103448,68.9655172413793,94.4827586206896,96.551724137931,95.8620689655172,95.8620689655172,AAD2023.09.02768,2025-09-26T18:04:00.722Z
Duke University,60,Statistics,161,"Statistical Sciences, Department of",8802,98.6206896551724,56.551724137931,89.6551724137931,96.551724137931,93.1034482758621,97.2413793103448,71.7241379310345,72.4137931034483,87.5862068965517,93.7931034482759,86.2068965517241,87.5862068965517,75.1724137931034,82.7586206896552,82.7586206896552,93.7931034482759,97.9310344827586,97.2413793103448,85.5172413793103,95.8620689655172,79.3103448275862,77.2413793103448,95.8620689655172,95.8620689655172,AAD2023.09.02768,2025-09-26T18:04:00.722Z
"University of Nevada, Las Vegas",311,Statistics,161,"Mathematical Sciences, Department of",2741,11.7241379310345,84.8275862068966,44.8275862068966,17.9310344827586,33.7931034482759,17.9310344827586,57.9310344827586,44.1379310344828,21.3793103448276,21.3793103448276,25.5172413793103,14.4827586206896,13.7931034482759,35.8620689655172,24.1379310344828,27.5862068965517,14.4827586206896,25.5172413793103,68.9655172413793,30.3448275862069,68.2758620689655,68.2758620689655,95.8620689655172,95.8620689655172,AAD2023.09.02768,2025-09-26T18:04:00.722Z
University of Illinois Chicago,279,Statistics,161,"Mathematics, Statistics and Computer Science, Department of",2292,66.8965517241379,97.2413793103448,92.4137931034483,46.2068965517241,97.2413793103448,88.2758620689655,81.3793103448276,53.1034482758621,91.0344827586207,60,60,27.5862068965517,20.6896551724138,79.3103448275862,52.4137931034483,99.3103448275862,93.7931034482759,92.4137931034483,73.1034482758621,98.6206896551724,68.2758620689655,68.2758620689655,95.8620689655172,95.8620689655172,AAD2023.09.02768,2025-09-26T18:04:00.722Z
"University of California, Los Angeles",254,Statistics,161,"Statistics and Data Science, Department of",1824,91.0344827586207,60,80.6896551724138,88.9655172413793,78.6206896551724,82.0689655172414,44.1379310344828,31.7241379310345,77.2413793103448,73.7931034482759,88.2758620689655,89.6551724137931,87.5862068965517,93.1034482758621,92.4137931034483,86.2068965517241,91.7241379310345,86.8965517241379,62.7586206896552,84.1379310344828,86.8965517241379,81.3793103448276,95.8620689655172,95.8620689655172,AAD2023.09.02768,2025-09-26T18:04:00.722Z
"University of Vermont, The",344,Statistics,161,"Mathematics and Statistics, Department of",8244,66.8965517241379,63.448275862069,71.7241379310345,70.3448275862069,54.4827586206896,51.7241379310345,44.1379310344828,31.0344827586207,87.5862068965517,91.7241379310345,75.8620689655172,76.551724137931,80.6896551724138,84.1379310344828,85.5172413793103,58.6206896551724,55.1724137931034,53.1034482758621,49.6551724137931,56.551724137931,79.3103448275862,75.8620689655172,99.3103448275862,98.6206896551724,AAD2023.09.02768,2025-09-26T18:04:00.722Z
New York University,146,Statistics,161,"Technology, Operations, and Statistics, Department of",34573,62.7586206896552,88.2758620689655,53.7931034482759,22.0689655172414,94.4827586206896,92.4137931034483,90.3448275862069,82.0689655172414,40,23.448275862069,77.9310344827586,64.1379310344828,90.3448275862069,97.9310344827586,96.551724137931,34.4827586206897,19.3103448275862,30.3448275862069,74.4827586206896,40.6896551724138,97.9310344827586,98.6206896551724,95.8620689655172,95.8620689655172,AAD2023.09.02768,2025-09-26T18:04:00.722Z
University of Wyoming,349,Statistics,161,"Mathematics and Statistics, Department of",3356,30.3448275862069,51.0344827586207,42.0689655172414,38.6206896551724,40,33.1034482758621,53.1034482758621,48.2758620689655,21.3793103448276,21.3793103448276,33.7931034482759,29.6551724137931,30.3448275862069,63.448275862069,72.4137931034483,53.1034482758621,53.1034482758621,42.0689655172414,25.5172413793103,40,68.2758620689655,68.2758620689655,95.8620689655172,95.8620689655172,AAD2023.09.02768,2025-09-26T18:04:00.722Z
"University of California, Santa Barbara",258,Statistics,161,"Statistics and Applied Probability, Department of",4703,71.7241379310345,42.7586206896552,62.7586206896552,75.8620689655172,56.551724137931,64.8275862068965,71.7241379310345,79.3103448275862,56.551724137931,50.3448275862069,67.5862068965517,74.4827586206896,71.7241379310345,40.6896551724138,43.448275862069,58.6206896551724,65.5172413793104,80,86.2068965517241,70.3448275862069,68.2758620689655,68.2758620689655,95.8620689655172,95.8620689655172,AAD2023.09.02768,2025-09-26T18:04:00.722Z
University of Notre Dame,323,Statistics,161,"Applied and Computational Mathematics and Statistics, Department of",32156,91.0344827586207,56.551724137931,68.9655172413793,77.9310344827586,66.8965517241379,67.5862068965517,33.7931034482759,22.7586206896552,40,28.2758620689655,70.3448275862069,69.6551724137931,64.8275862068965,93.1034482758621,93.1034482758621,82.0689655172414,88.9655172413793,82.0689655172414,51.7241379310345,76.551724137931,97.9310344827586,100,95.8620689655172,95.8620689655172,AAD2023.09.02768,2025-09-26T18:04:00.722Z
University of North Carolina at Chapel Hill,316,Statistics,161,"Statistics and Operations Research, Department of",5130,82.0689655172414,74.4827586206896,75.1724137931034,68.2758620689655,71.7241379310345,64.1379310344828,75.8620689655172,70.3448275862069,56.551724137931,37.9310344827586,86.8965517241379,84.1379310344828,88.2758620689655,77.2413793103448,70.3448275862069,88.9655172413793,84.8275862068966,94.4827586206896,89.6551724137931,93.7931034482759,92.4137931034483,92.4137931034483,95.8620689655172,95.8620689655172,AAD2023.09.02768,2025-09-26T18:04:00.722Z
University of Alaska Fairbanks,246,Statistics,161,"Mathematics and Statistics, Department of",1517,15.8620689655172,42.7586206896552,13.7931034482759,11.7241379310345,15.8620689655172,12.4137931034483,18.6206896551724,18.6206896551724,67.5862068965517,71.0344827586207,14.4827586206896,12.4137931034483,20,25.5172413793103,21.3793103448276,53.1034482758621,59.3103448275862,55.1724137931034,51.0344827586207,53.7931034482759,68.2758620689655,68.2758620689655,95.8620689655172,95.8620689655172,AAD2023.09.02768,2025-09-26T18:04:00.722Z
Miami University,131,Statistics,161,"Statistics, Department of",18619,38.6206896551724,16.551724137931,17.9310344827586,30.3448275862069,33.7931034482759,40.6896551724138,18.6206896551724,18.6206896551724,21.3793103448276,21.3793103448276,17.2413793103448,20.6896551724138,21.3793103448276,21.3793103448276,19.3103448275862,10.3448275862069,10.3448275862069,10.3448275862069,10.3448275862069,10.3448275862069,68.2758620689655,68.2758620689655,95.8620689655172,95.8620689655172,AAD2023.09.02768,2025-09-26T18:04:00.722Z
University of Missouri,304,Statistics,161,"Statistics, Department of",9981,77.2413793103448,32.4137931034483,72.4137931034483,93.7931034482759,68.9655172413793,80.6896551724138,71.7241379310345,86.2068965517241,77.2413793103448,91.0344827586207,55.8620689655172,62.7586206896552,28.2758620689655,35.8620689655172,39.3103448275862,58.6206896551724,71.7241379310345,60.6896551724138,50.3448275862069,57.2413793103448,68.2758620689655,68.2758620689655,95.8620689655172,95.8620689655172,AAD2023.09.02768,2025-09-26T18:04:00.722Z
Oregon State University,161,Statistics,161,"Statistics, Department of",611,62.7586206896552,42.7586206896552,56.551724137931,62.7586206896552,40,35.8620689655172,18.6206896551724,18.6206896551724,40,32.4137931034483,63.448275862069,65.5172413793104,69.6551724137931,30.3448275862069,28.2758620689655,38.6206896551724,37.9310344827586,70.3448275862069,97.2413793103448,64.1379310344828,68.2758620689655,68.2758620689655,95.8620689655172,95.8620689655172,AAD2023.09.02768,2025-09-26T18:04:00.722Z
San Diego State University,181,Statistics,161,"Mathematics and Statistics, Department of",32935,71.7241379310345,84.8275862068966,85.5172413793103,68.9655172413793,42.7586206896552,31.0344827586207,94.4827586206896,96.551724137931,94.4827586206896,91.0344827586207,76.551724137931,64.8275862068965,64.1379310344828,80,71.0344827586207,81.3793103448276,72.4137931034483,81.3793103448276,77.2413793103448,85.5172413793103,79.3103448275862,70.3448275862069,95.8620689655172,95.8620689655172,AAD2023.09.02768,2025-09-26T18:04:00.722Z
Johns Hopkins University,102,Statistics,161,"Applied Mathematics and Statistics, Department of",8867,88.2758620689655,48.2758620689655,70.3448275862069,88.2758620689655,75.1724137931034,82.7586206896552,53.1034482758621,52.4137931034483,56.551724137931,48.9655172413793,95.1724137931034,97.2413793103448,96.551724137931,91.7241379310345,95.1724137931034,79.3103448275862,85.5172413793103,96.551724137931,94.4827586206896,91.0344827586207,88.9655172413793,91.7241379310345,95.8620689655172,95.8620689655172,AAD2023.09.02768,2025-09-26T18:04:00.722Z
"University of Arizona, The",247,Statistics,161,"Statistics, GIDP",19594,82.0689655172414,92.4137931034483,99.3103448275862,92.4137931034483,91.0344827586207,77.9310344827586,83.448275862069,64.8275862068965,98.6206896551724,95.8620689655172,92.4137931034483,85.5172413793103,77.2413793103448,94.4827586206896,83.448275862069,80,64.8275862068965,78.6206896551724,82.7586206896552,86.8965517241379,79.3103448275862,68.9655172413793,99.3103448275862,96.551724137931,AAD2023.09.02768,2025-09-26T18:04:00.722Z
South Dakota State University,190,Statistics,161,"Mathematics and Statistics, Department of",9810,8.96551724137931,42.7586206896552,9.6551724137931,5.51724137931034,10.3448275862069,6.89655172413793,18.6206896551724,18.6206896551724,67.5862068965517,71.0344827586207,15.1724137931034,13.1034482758621,35.1724137931034,53.7931034482759,61.3793103448276,34.4827586206897,31.7241379310345,53.7931034482759,91.0344827586207,49.6551724137931,68.2758620689655,68.2758620689655,95.8620689655172,95.8620689655172,AAD2023.09.02768,2025-09-26T18:04:00.722Z
"University of California, Santa Cruz",259,Statistics,161,"Applied Mathematics, Department of",34772,88.2758620689655,20,46.2068965517241,80,22.0689655172414,26.8965517241379,18.6206896551724,18.6206896551724,40,40.6896551724138,64.8275862068965,79.3103448275862,80,71.0344827586207,88.2758620689655,61.3793103448276,79.3103448275862,75.8620689655172,58.6206896551724,60.6896551724138,68.2758620689655,68.2758620689655,95.8620689655172,95.8620689655172,AAD2023.09.02768,2025-09-26T18:04:00.722Z
James Madison University,525,Statistics,161,"Mathematics and Statistics, Department of",38842,2.06896551724138,95.1724137931034,11.7241379310345,0.689655172413794,26.8965517241379,8.96551724137931,95.8620689655172,90.3448275862069,56.551724137931,26.8965517241379,6.89655172413793,0.689655172413794,6.20689655172414,44.1379310344828,24.8275862068966,38.6206896551724,17.2413793103448,33.7931034482759,84.1379310344828,48.9655172413793,68.2758620689655,68.2758620689655,95.8620689655172,95.8620689655172,AAD2023.09.02768,2025-09-26T18:04:00.722Z
Bowling Green State University,25,Statistics,161,"Applied Statistics and Operations Research, Department of",34360,21.3793103448276,5.51724137931034,5.51724137931034,20.6896551724138,10.3448275862069,17.9310344827586,18.6206896551724,18.6206896551724,40,66.8965517241379,9.6551724137931,23.448275862069,33.7931034482759,11.7241379310345,11.7241379310345,10.3448275862069,10.3448275862069,10.3448275862069,10.3448275862069,10.3448275862069,68.2758620689655,68.2758620689655,95.8620689655172,95.8620689655172,AAD2023.09.02768,2025-09-26T18:04:00.722Z
University of Idaho,278,Statistics,161,"Mathematics and Statistical Science, Department of",35307,38.6206896551724,60,46.2068965517241,35.1724137931034,33.7931034482759,24.8275862068966,71.7241379310345,71.7241379310345,95.1724137931034,97.2413793103448,50.3448275862069,49.6551724137931,58.6206896551724,55.1724137931034,60,38.6206896551724,33.1034482758621,35.8620689655172,47.5862068965517,31.7241379310345,68.2758620689655,68.2758620689655,95.8620689655172,95.8620689655172,AAD2023.09.02768,2025-09-26T18:04:00.722Z
Virginia Commonwealth University,353,Statistics,161,"Statistical Sciences and Operations Research, Department of",14891,51.7241379310345,20,30.3448275862069,45.5172413793104,33.7931034482759,37.2413793103448,18.6206896551724,18.6206896551724,21.3793103448276,21.3793103448276,42.0689655172414,61.3793103448276,73.1034482758621,48.9655172413793,64.8275862068965,23.448275862069,26.8965517241379,20.6896551724138,28.9655172413793,19.3103448275862,68.2758620689655,68.2758620689655,95.8620689655172,95.8620689655172,AAD2023.09.02768,2025-09-26T18:04:00.722Z
University of Washington,346,Statistics,161,"Statistics, Department of",3293,98.6206896551724,37.2413793103448,75.8620689655172,95.1724137931034,90.3448275862069,96.551724137931,75.8620689655172,87.5862068965517,77.2413793103448,88.2758620689655,91.7241379310345,95.1724137931034,91.7241379310345,61.3793103448276,75.1724137931034,88.9655172413793,98.6206896551724,100,95.8620689655172,97.2413793103448,68.2758620689655,68.2758620689655,95.8620689655172,95.8620689655172,AAD2023.09.02768,2025-09-26T18:04:00.722Z
Purdue University,168,Statistics,161,"Statistics, Department of",9115,62.7586206896552,89.6551724137931,77.9310344827586,51.0344827586207,88.9655172413793,77.2413793103448,93.7931034482759,92.4137931034483,56.551724137931,32.4137931034483,66.8965517241379,51.0344827586207,48.2758620689655,90.3448275862069,82.0689655172414,79.3103448275862,66.2068965517241,62.0689655172414,57.9310344827586,74.4827586206896,92.4137931034483,89.6551724137931,95.8620689655172,95.8620689655172,AAD2023.09.02768,2025-09-26T18:04:00.723Z
Texas A&M University,215,Statistics,161,"Statistics, Department of",1150,88.2758620689655,84.8275862068966,84.1379310344828,66.8965517241379,87.5862068965517,80.6896551724138,61.3793103448276,52.4137931034483,87.5862068965517,79.3103448275862,80,67.5862068965517,68.9655172413793,75.1724137931034,62.7586206896552,91.7241379310345,83.448275862069,83.448275862069,64.8275862068965,88.9655172413793,68.2758620689655,68.2758620689655,95.8620689655172,95.8620689655172,AAD2023.09.02768,2025-09-26T18:04:00.723Z
University of Kentucky,283,Statistics,161,"Statistics, Department of",32377,66.8965517241379,24.8275862068966,69.6551724137931,94.4827586206896,40,42.7586206896552,33.7931034482759,28.2758620689655,40,35.1724137931034,68.9655172413793,81.3793103448276,60.6896551724138,40.6896551724138,48.2758620689655,40.6896551724138,48.9655172413793,68.9655172413793,93.7931034482759,60,68.2758620689655,68.2758620689655,95.8620689655172,95.8620689655172,AAD2023.09.02768,2025-09-26T18:04:00.723Z
University of South Carolina,332,Statistics,161,"Statistics, Department of",3079,62.7586206896552,22.7586206896552,31.7241379310345,48.9655172413793,46.8965517241379,62.7586206896552,53.1034482758621,64.1379310344828,40,37.9310344827586,28.9655172413793,39.3103448275862,29.6551724137931,11.7241379310345,11.7241379310345,23.448275862069,22.7586206896552,31.0344827586207,61.3793103448276,24.8275862068966,68.2758620689655,68.2758620689655,95.8620689655172,95.8620689655172,AAD2023.09.02768,2025-09-26T18:04:00.723Z
Old Dominion University,159,Statistics,161,"Mathematics and Statistics, Department of",6548,44.8275862068966,68.2758620689655,60,43.448275862069,42.7586206896552,33.7931034482759,81.3793103448276,77.9310344827586,56.551724137931,40.6896551724138,38.6206896551724,33.7931034482759,28.9655172413793,59.3103448275862,57.9310344827586,61.3793103448276,54.4827586206896,39.3103448275862,20,43.448275862069,79.3103448275862,73.7931034482759,95.8620689655172,95.8620689655172,AAD2023.09.02768,2025-09-26T18:04:00.723Z
"University of California, Santa Cruz",259,Statistics,161,"Statistics, Department of",34558,93.7931034482759,13.7931034482759,33.7931034482759,85.5172413793103,54.4827586206896,84.1379310344828,44.1379310344828,62.0689655172414,21.3793103448276,21.3793103448276,93.1034482758621,98.6206896551724,99.3103448275862,11.7241379310345,11.7241379310345,62.7586206896552,91.0344827586207,72.4137931034483,36.551724137931,53.1034482758621,68.2758620689655,68.2758620689655,95.8620689655172,95.8620689655172,AAD2023.09.02768,2025-09-26T18:04:00.723Z
Mississippi State University,136,Statistics,161,"Mathematics and Statistics, Department of",4456,21.3793103448276,63.448275862069,60,49.6551724137931,33.7931034482759,22.7586206896552,18.6206896551724,18.6206896551724,40,26.2068965517241,37.9310344827586,37.9310344827586,27.5862068965517,53.7931034482759,53.7931034482759,40.6896551724138,35.8620689655172,26.8965517241379,21.3793103448276,29.6551724137931,68.2758620689655,68.2758620689655,95.8620689655172,95.8620689655172,AAD2023.09.02768,2025-09-26T18:04:00.723Z
Stanford University,198,Statistics,161,"Statistics, Department of",8702,100,63.448275862069,95.1724137931034,97.9310344827586,100,100,93.1034482758621,94.4827586206896,82.0689655172414,84.1379310344828,99.3103448275862,100,98.6206896551724,71.0344827586207,71.7241379310345,96.551724137931,100,98.6206896551724,91.7241379310345,99.3103448275862,99.3103448275862,99.3103448275862,95.8620689655172,95.8620689655172,AAD2023.09.02768,2025-09-26T18:04:00.723Z
Louisiana State University,109,Statistics,161,"Experimental Statistics, Department of",11275,66.8965517241379,5.51724137931034,24.1379310344828,89.6551724137931,26.8965517241379,57.2413793103448,53.1034482758621,92.4137931034483,40,66.8965517241379,35.8620689655172,80.6896551724138,72.4137931034483,11.7241379310345,11.7241379310345,10.3448275862069,10.3448275862069,10.3448275862069,10.3448275862069,10.3448275862069,79.3103448275862,91.7241379310345,95.8620689655172,95.8620689655172,AAD2023.09.02768,2025-09-26T18:04:00.723Z
Fordham University,74,Statistics,161,Strategy and Statistics Area,33873,8.96551724137931,8.27586206896552,0.689655172413794,1.37931034482759,33.7931034482759,59.3103448275862,18.6206896551724,18.6206896551724,21.3793103448276,21.3793103448276,5.51724137931034,11.7241379310345,78.6206896551724,59.3103448275862,91.7241379310345,10.3448275862069,10.3448275862069,10.3448275862069,10.3448275862069,10.3448275862069,68.2758620689655,68.2758620689655,95.8620689655172,95.8620689655172,AAD2023.09.02768,2025-09-26T18:04:00.723Z
Iowa State University,99,Statistics,161,"Statistics and Statistical Laboratory, Department of",5723,77.2413793103448,80.6896551724138,79.3103448275862,64.1379310344828,80,74.4827586206896,71.7241379310345,60,94.4827586206896,93.1034482758621,66.2068965517241,57.9310344827586,46.2068965517241,48.9655172413793,38.6206896551724,48.9655172413793,42.0689655172414,44.1379310344828,55.8620689655172,51.7241379310345,79.3103448275862,72.4137931034483,95.8620689655172,95.8620689655172,AAD2023.09.02768,2025-09-26T18:04:00.723Z
Indiana University - Bloomington,96,Statistics,161,"Statistics, Department of",13627,30.3448275862069,8.27586206896552,6.89655172413793,21.3793103448276,22.0689655172414,38.6206896551724,18.6206896551724,18.6206896551724,40,58.6206896551724,17.9310344827586,32.4137931034483,53.7931034482759,11.7241379310345,11.7241379310345,14.4827586206896,21.3793103448276,71.0344827586207,100,44.8275862068966,68.2758620689655,68.2758620689655,95.8620689655172,95.8620689655172,AAD2023.09.02768,2025-09-26T18:04:00.723Z
Western Michigan University,363,Statistics,161,"Statistics, Department of",3673,4.13793103448276,5.51724137931034,2.06896551724138,4.13793103448276,5.51724137931034,5.51724137931034,18.6206896551724,18.6206896551724,21.3793103448276,21.3793103448276,1.37931034482759,4.82758620689655,6.20689655172414,11.7241379310345,11.7241379310345,10.3448275862069,10.3448275862069,10.3448275862069,10.3448275862069,10.3448275862069,68.2758620689655,68.2758620689655,95.8620689655172,95.8620689655172,AAD2023.09.02768,2025-09-26T18:04:00.723Z
Arizona State University,12,Statistics,161,"Mathematical and Statistical Sciences, School of",13955,57.2413793103448,99.3103448275862,93.1034482758621,34.4827586206897,85.5172413793103,58.6206896551724,86.8965517241379,53.7931034482759,97.9310344827586,82.7586206896552,84.8275862068966,55.8620689655172,66.2068965517241,85.5172413793103,55.1724137931034,93.1034482758621,64.1379310344828,66.8965517241379,68.2758620689655,89.6551724137931,95.1724137931034,93.1034482758621,95.8620689655172,95.8620689655172,AAD2023.09.02768,2025-09-26T18:04:00.723Z
"Ohio State University, The",156,Statistics,161,"Statistics, Department of",10575,62.7586206896552,68.2758620689655,60.6896551724138,44.1379310344828,72.4137931034483,67.5862068965517,53.1034482758621,41.3793103448276,82.0689655172414,80,48.9655172413793,43.448275862069,39.3103448275862,51.0344827586207,46.8965517241379,66.2068965517241,61.3793103448276,47.5862068965517,31.0344827586207,50.3448275862069,68.2758620689655,68.2758620689655,95.8620689655172,95.8620689655172,AAD2023.09.02768,2025-09-26T18:04:00.723Z
Northern Illinois University,152,Statistics,161,"Statistics and Actuarial Science, Department of",13409,21.3793103448276,3.44827586206896,2.75862068965518,8.96551724137931,10.3448275862069,21.3793103448276,18.6206896551724,18.6206896551724,21.3793103448276,21.3793103448276,6.20689655172414,17.9310344827586,46.8965517241379,11.7241379310345,11.7241379310345,10.3448275862069,10.3448275862069,10.3448275862069,10.3448275862069,10.3448275862069,68.2758620689655,68.2758620689655,95.8620689655172,95.8620689655172,AAD2023.09.02768,2025-09-26T18:04:00.723Z
Texas A&M Corpus Christi,217,Statistics,161,"Mathematics and Statistics, Department of",11533,17.9310344827586,32.4137931034483,22.7586206896552,23.448275862069,10.3448275862069,7.58620689655173,18.6206896551724,18.6206896551724,67.5862068965517,79.3103448275862,31.0344827586207,36.551724137931,56.551724137931,44.1379310344828,51.7241379310345,14.4827586206896,12.4137931034483,11.7241379310345,20.6896551724138,13.1034482758621,68.2758620689655,68.2758620689655,95.8620689655172,95.8620689655172,AAD2023.09.02768,2025-09-26T18:04:00.723Z
Georgia State University,83,Statistics,161,"Mathematics and Statistics, Department of",4225,57.2413793103448,66.8965517241379,64.8275862068965,60.6896551724138,35.8620689655172,28.2758620689655,71.7241379310345,66.8965517241379,77.2413793103448,68.2758620689655,52.4137931034483,47.5862068965517,31.7241379310345,82.7586206896552,78.6206896551724,75.1724137931034,73.7931034482759,57.9310344827586,40,62.0689655172414,79.3103448275862,74.4827586206896,95.8620689655172,95.8620689655172,AAD2023.09.02768,2025-09-26T18:04:00.723Z
University of North Carolina Charlotte,317,Statistics,161,"Data Science, School of",37324,71.7241379310345,100,100,74.4827586206896,87.5862068965517,46.8965517241379,97.9310344827586,77.9310344827586,100,96.551724137931,100,93.1034482758621,94.4827586206896,100,94.4827586206896,95.1724137931034,58.6206896551724,69.6551724137931,80.6896551724138,95.1724137931034,100,95.8620689655172,100,99.3103448275862,AAD2023.09.02768,2025-09-26T18:04:00.723Z
