Institution,Institution_Id,Discipline,Discipline_Id,Unit,Unit_Id,SRI,Number of Faculty,Article Count,Articles per Faculty,Award Count,Awards per Faculty,Book Count,Books per Faculty,Chapter Count,Chapters per Faculty,Citation Count,Citations per Faculty,Citations per Publication,Conf Proc Count,Conf Proc per Faculty,Grant Count,Grants Per Faculty,Dollars Per Faculty,Dollars Per Grant,Grant Dollars,Patent Count,Patents per Faculty,Trial Count,Trials per Faculty,Release,AsOfDate
"University of Akron, The",242,Statistics,161,"Statistics, Department of",12825,8.96551724137931,0.689655172413794,2.06896551724138,8.96551724137931,5.51724137931034,5.51724137931034,33.7931034482759,66.2068965517241,40,88.2758620689655,2.06896551724138,6.89655172413793,8.27586206896552,21.3793103448276,38.6206896551724,10.3448275862069,10.3448275862069,10.3448275862069,10.3448275862069,10.3448275862069,68.2758620689655,68.2758620689655,95.8620689655172,95.8620689655172,AAD2023.09.02768,2025-09-26T18:04:00.722Z
Northwestern University,153,Statistics,161,"Statistics, Department of",9061,66.8965517241379,24.8275862068966,28.9655172413793,33.7931034482759,77.2413793103448,91.7241379310345,90.3448275862069,97.9310344827586,56.551724137931,58.6206896551724,78.6206896551724,88.9655172413793,95.8620689655172,93.7931034482759,97.9310344827586,53.7931034482759,69.6551724137931,86.2068965517241,93.1034482758621,73.7931034482759,86.8965517241379,88.9655172413793,95.8620689655172,95.8620689655172,AAD2023.09.02768,2025-09-26T18:04:00.722Z
Carnegie Mellon University,34,Statistics,161,"Statistics and Data Science, Department of",3387,91.0344827586207,85.5172413793103,86.8965517241379,69.6551724137931,95.1724137931034,93.7931034482759,57.9310344827586,42.0689655172414,91.0344827586207,83.448275862069,94.4827586206896,91.0344827586207,91.0344827586207,87.5862068965517,77.2413793103448,84.8275862068966,76.551724137931,88.2758620689655,86.8965517241379,91.7241379310345,79.3103448275862,69.6551724137931,95.8620689655172,95.8620689655172,AAD2023.09.02768,2025-09-26T18:04:00.722Z
Bowling Green State University,25,Statistics,161,"Mathematics and Statistics, Department of",1951,15.8620689655172,51.0344827586207,26.2068965517241,15.8620689655172,22.0689655172414,14.4827586206896,53.1034482758621,48.2758620689655,21.3793103448276,21.3793103448276,16.551724137931,10.3448275862069,9.6551724137931,35.8620689655172,33.7931034482759,27.5862068965517,23.448275862069,42.7586206896552,88.2758620689655,41.3793103448276,68.2758620689655,68.2758620689655,95.8620689655172,95.8620689655172,AAD2023.09.02768,2025-09-26T18:04:00.722Z
Colorado State University,48,Statistics,161,"Statistics, Department of",3911,77.2413793103448,37.2413793103448,64.1379310344828,86.8965517241379,50.3448275862069,62.0689655172414,33.7931034482759,26.8965517241379,67.5862068965517,73.1034482758621,62.7586206896552,68.2758620689655,55.8620689655172,48.9655172413793,56.551724137931,70.3448275862069,80.6896551724138,67.5862068965517,44.1379310344828,61.3793103448276,68.2758620689655,68.2758620689655,95.8620689655172,95.8620689655172,AAD2023.09.02768,2025-09-26T18:04:00.722Z
"University of Nevada, Reno",312,Statistics,161,"Mathematics and Statistics, Department of",17073,30.3448275862069,66.8965517241379,37.2413793103448,22.7586206896552,51.7241379310345,48.9655172413793,83.448275862069,84.1379310344828,77.2413793103448,68.2758620689655,28.2758620689655,20,25.5172413793103,53.7931034482759,50.3448275862069,44.1379310344828,40,34.4827586206897,37.2413793103448,35.1724137931034,68.2758620689655,68.2758620689655,95.8620689655172,95.8620689655172,AAD2023.09.02768,2025-09-26T18:04:00.722Z
"University at Albany, State University of New York",202,Statistics,161,"Mathematics and Statistics, Department of",9853,30.3448275862069,74.4827586206896,36.551724137931,16.551724137931,54.4827586206896,46.8965517241379,61.3793103448276,56.551724137931,87.5862068965517,84.8275862068966,33.1034482758621,22.7586206896552,32.4137931034483,77.2413793103448,70.3448275862069,61.3793103448276,51.0344827586207,44.8275862068966,38.6206896551724,51.0344827586207,79.3103448275862,73.1034482758621,95.8620689655172,95.8620689655172,AAD2023.09.02768,2025-09-26T18:04:00.722Z
Kansas State University,103,Statistics,161,"Statistics, Department of",113,57.2413793103448,13.7931034482759,31.0344827586207,76.551724137931,10.3448275862069,11.0344827586207,33.7931034482759,38.6206896551724,56.551724137931,82.0689655172414,34.4827586206897,63.448275862069,55.1724137931034,11.7241379310345,11.7241379310345,10.3448275862069,10.3448275862069,10.3448275862069,10.3448275862069,10.3448275862069,68.2758620689655,68.2758620689655,95.8620689655172,95.8620689655172,AAD2023.09.02768,2025-09-26T18:04:00.722Z
University of South Florida,334,Statistics,161,"Mathematics and Statistics, Department of",9557,38.6206896551724,91.0344827586207,93.7931034482759,73.7931034482759,64.8275862068965,43.448275862069,99.3103448275862,98.6206896551724,91.0344827586207,79.3103448275862,88.9655172413793,78.6206896551724,81.3793103448276,91.7241379310345,81.3793103448276,75.8620689655172,62.0689655172414,52.4137931034483,42.0689655172414,65.5172413793104,95.8620689655172,95.1724137931034,95.8620689655172,95.8620689655172,AAD2023.09.02768,2025-09-26T18:04:00.722Z
Brigham Young University,27,Statistics,161,"Statistics, Department of",34791,51.7241379310345,66.8965517241379,57.9310344827586,42.7586206896552,61.3793103448276,60.6896551724138,33.7931034482759,20.6896551724138,56.551724137931,41.3793103448276,47.5862068965517,42.7586206896552,41.3793103448276,30.3448275862069,22.7586206896552,44.1379310344828,40,37.2413793103448,40.6896551724138,37.9310344827586,92.4137931034483,94.4827586206896,95.8620689655172,95.8620689655172,AAD2023.09.02768,2025-09-26T18:04:00.722Z
Wake Forest University,355,Statistics,161,"Statistical Sciences, Department of",37147,62.7586206896552,15.1724137931034,37.9310344827586,80.6896551724138,15.8620689655172,21.3793103448276,18.6206896551724,18.6206896551724,21.3793103448276,21.3793103448276,95.8620689655172,99.3103448275862,100,40.6896551724138,60.6896551724138,34.4827586206897,48.2758620689655,51.0344827586207,60.6896551724138,33.7931034482759,68.2758620689655,68.2758620689655,95.8620689655172,95.8620689655172,AAD2023.09.02768,2025-09-26T18:04:00.722Z
Oklahoma State University,158,Statistics,161,"Statistics, Department of",525,51.7241379310345,8.27586206896552,13.1034482758621,50.3448275862069,5.51724137931034,5.51724137931034,33.7931034482759,45.5172413793104,21.3793103448276,21.3793103448276,23.448275862069,55.1724137931034,51.7241379310345,21.3793103448276,26.2068965517241,10.3448275862069,10.3448275862069,10.3448275862069,10.3448275862069,10.3448275862069,68.2758620689655,68.2758620689655,95.8620689655172,95.8620689655172,AAD2023.09.02768,2025-09-26T18:04:00.722Z
University of Massachusetts Lowell,296,Statistics,161,"Mathematical and Statistics, Department of",31802,15.8620689655172,60,29.6551724137931,15.1724137931034,41.3793103448276,34.4827586206897,33.7931034482759,21.3793103448276,56.551724137931,42.7586206896552,18.6206896551724,9.6551724137931,8.96551724137931,44.1379310344828,42.7586206896552,27.5862068965517,21.3793103448276,19.3103448275862,35.1724137931034,20.6896551724138,68.2758620689655,68.2758620689655,95.8620689655172,95.8620689655172,AAD2023.09.02768,2025-09-26T18:04:00.722Z
University of Colorado Denver,266,Statistics,161,"Mathematical and Statistical Sciences, Department of",1994,57.2413793103448,48.2758620689655,39.3103448275862,37.2413793103448,50.3448275862069,57.2413793103448,75.8620689655172,83.448275862069,40,30.3448275862069,35.1724137931034,41.3793103448276,43.448275862069,96.551724137931,98.6206896551724,68.2758620689655,73.1034482758621,68.2758620689655,53.1034482758621,64.8275862068965,68.2758620689655,68.2758620689655,95.8620689655172,95.8620689655172,AAD2023.09.02768,2025-09-26T18:04:00.722Z
Washington University in St. Louis,358,Statistics,161,"Mathematics and Statistics, Department of",8606,57.2413793103448,88.2758620689655,81.3793103448276,57.2413793103448,83.448275862069,72.4137931034483,100,100,82.0689655172414,63.448275862069,53.7931034482759,30.3448275862069,22.7586206896552,21.3793103448276,12.4137931034483,98.6206896551724,95.8620689655172,75.1724137931034,31.7241379310345,82.7586206896552,68.2758620689655,68.2758620689655,99.3103448275862,97.2413793103448,AAD2023.09.02768,2025-09-26T18:04:00.722Z
"University of Texas at Austin, The",229,Statistics,161,"Statistics and Data Sciences, Department of",30187,98.6206896551724,22.7586206896552,73.1034482758621,99.3103448275862,73.1034482758621,90.3448275862069,57.9310344827586,74.4827586206896,56.551724137931,62.7586206896552,79.3103448275862,91.7241379310345,79.3103448275862,66.8965517241379,84.1379310344828,66.2068965517241,82.0689655172414,91.7241379310345,87.5862068965517,77.2413793103448,68.2758620689655,68.2758620689655,95.8620689655172,95.8620689655172,AAD2023.09.02768,2025-09-26T18:04:00.722Z
University of Massachusetts Amherst,293,Statistics,161,"Mathematics and Statistics, Department of",2542,51.7241379310345,97.9310344827586,97.2413793103448,53.7931034482759,91.7241379310345,68.2758620689655,93.1034482758621,70.3448275862069,77.2413793103448,37.9310344827586,75.1724137931034,46.8965517241379,36.551724137931,51.0344827586207,26.8965517241379,97.2413793103448,77.2413793103448,65.5172413793104,43.448275862069,86.2068965517241,68.2758620689655,68.2758620689655,95.8620689655172,95.8620689655172,AAD2023.09.02768,2025-09-26T18:04:00.722Z
North Dakota State University,149,Statistics,161,"Statistics, Department of",4535,51.7241379310345,3.44827586206896,11.0344827586207,65.5172413793104,5.51724137931034,5.51724137931034,18.6206896551724,18.6206896551724,21.3793103448276,21.3793103448276,11.0344827586207,35.8620689655172,22.0689655172414,21.3793103448276,32.4137931034483,10.3448275862069,10.3448275862069,10.3448275862069,10.3448275862069,10.3448275862069,68.2758620689655,68.2758620689655,95.8620689655172,95.8620689655172,AAD2023.09.02768,2025-09-26T18:04:00.722Z
West Virginia University,362,Statistics,161,"Statistics, Department of",18998,30.3448275862069,3.44827586206896,6.20689655172414,36.551724137931,10.3448275862069,21.3793103448276,18.6206896551724,18.6206896551724,21.3793103448276,21.3793103448276,7.58620689655173,26.2068965517241,24.1379310344828,21.3793103448276,32.4137931034483,10.3448275862069,10.3448275862069,10.3448275862069,10.3448275862069,10.3448275862069,68.2758620689655,68.2758620689655,95.8620689655172,95.8620689655172,AAD2023.09.02768,2025-09-26T18:04:00.722Z
George Washington University,80,Statistics,161,"Statistics, Department of",5570,62.7586206896552,42.7586206896552,58.6206896551724,67.5862068965517,78.6206896551724,86.2068965517241,33.7931034482759,24.8275862068966,67.5862068965517,71.0344827586207,43.448275862069,52.4137931034483,33.1034482758621,75.1724137931034,80,40.6896551724138,44.1379310344828,23.448275862069,15.1724137931034,24.1379310344828,68.2758620689655,68.2758620689655,95.8620689655172,95.8620689655172,AAD2023.09.02768,2025-09-26T18:04:00.722Z
Wichita State University,365,Statistics,161,"Mathematics and Statistics, Department of",3682,15.8620689655172,48.2758620689655,23.448275862069,17.9310344827586,22.0689655172414,17.9310344827586,18.6206896551724,18.6206896551724,40,30.3448275862069,10.3448275862069,7.58620689655173,3.44827586206896,11.7241379310345,11.7241379310345,44.1379310344828,46.8965517241379,38.6206896551724,34.4827586206897,32.4137931034483,68.2758620689655,68.2758620689655,95.8620689655172,95.8620689655172,AAD2023.09.02768,2025-09-26T18:04:00.722Z
New Mexico State University,143,Statistics,161,"Economics, Applied Statistics and International Business, Department of",17477,30.3448275862069,48.2758620689655,53.1034482758621,58.6206896551724,15.8620689655172,11.0344827586207,18.6206896551724,18.6206896551724,21.3793103448276,21.3793103448276,37.2413793103448,44.8275862068966,31.0344827586207,25.5172413793103,20.6896551724138,10.3448275862069,10.3448275862069,10.3448275862069,10.3448275862069,10.3448275862069,68.2758620689655,68.2758620689655,95.8620689655172,95.8620689655172,AAD2023.09.02768,2025-09-26T18:04:00.722Z
Auburn University,15,Statistics,161,"Mathematics and Statistics, Department of",563,44.8275862068966,93.7931034482759,91.7241379310345,54.4827586206896,71.7241379310345,44.1379310344828,81.3793103448276,55.8620689655172,87.5862068965517,58.6206896551724,53.1034482758621,25.5172413793103,11.0344827586207,75.1724137931034,48.9655172413793,75.1724137931034,51.7241379310345,40.6896551724138,23.448275862069,58.6206896551724,68.2758620689655,68.2758620689655,95.8620689655172,95.8620689655172,AAD2023.09.02768,2025-09-26T18:04:00.722Z
Colorado School of Mines,47,Statistics,161,"Applied Mathematics and Statistics, Department of",32394,88.2758620689655,20,44.1379310344828,72.4137931034483,40,49.6551724137931,44.1379310344828,52.4137931034483,21.3793103448276,21.3793103448276,57.9310344827586,75.1724137931034,74.4827586206896,48.9655172413793,64.8275862068965,66.8965517241379,84.1379310344828,73.7931034482759,46.2068965517241,59.3103448275862,68.2758620689655,68.2758620689655,95.8620689655172,95.8620689655172,AAD2023.09.02768,2025-09-26T18:04:00.722Z
"University of California, Davis",252,Statistics,161,"Statistics, Department of",1747,77.2413793103448,74.4827586206896,71.0344827586207,59.3103448275862,87.5862068965517,85.5172413793103,86.8965517241379,82.7586206896552,40,24.8275862068966,64.1379310344828,56.551724137931,48.9655172413793,75.1724137931034,68.2758620689655,91.0344827586207,87.5862068965517,76.551724137931,45.5172413793104,78.6206896551724,68.2758620689655,68.2758620689655,95.8620689655172,95.8620689655172,AAD2023.09.02768,2025-09-26T18:04:00.722Z
University of Delaware,270,Statistics,161,"Applied Economics and Statistics, Department of",10865,57.2413793103448,37.2413793103448,32.4137931034483,35.8620689655172,26.8965517241379,26.8965517241379,33.7931034482759,26.8965517241379,40,33.1034482758621,40,53.7931034482759,62.0689655172414,40.6896551724138,45.5172413793104,38.6206896551724,41.3793103448276,54.4827586206896,81.3793103448276,48.2758620689655,68.2758620689655,68.2758620689655,95.8620689655172,95.8620689655172,AAD2023.09.02768,2025-09-26T18:04:00.722Z
Missouri University of Science and Technology,306,Statistics,161,"Mathematics and Statistics, Department of",7934,62.7586206896552,32.4137931034483,62.0689655172414,86.2068965517241,46.8965517241379,57.2413793103448,57.9310344827586,68.9655172413793,21.3793103448276,21.3793103448276,61.3793103448276,68.9655172413793,57.2413793103448,59.3103448275862,74.4827586206896,53.1034482758621,62.7586206896552,46.2068965517241,24.1379310344828,39.3103448275862,68.2758620689655,68.2758620689655,95.8620689655172,95.8620689655172,AAD2023.09.02768,2025-09-26T18:04:00.722Z
